ID,ชนิด,รหัสสินค้า,"GTIN, UPC, EAN, or ISBN",ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,คำอธิบาย,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,สินค้าคงคลังเหลือน้อย,อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (กก.)","ยาว (เซนติเมตร)","กว้าง (เซนติเมตร)","สูง (เซนติเมตร)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,แบรนด์,"Product Swatch Type","Product Swatch Type Options","Product Brands","ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1 ","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1"
2045,variable,,,"มิกเซอร์ 6CH 99DSP บลูทูธ PRO PLUS GBR-6",1,0,visible,,"<article class=""4ever-article"" data-clipboard-cangjie=""[&quot;root&quot;,{&quot;copyFrom&quot;:1419615057},[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;รายละเอียดสินค้า&quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• Input : 6&quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• รูปแบบของInput : 4Combo Jack, 1USB, 2RCA&quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• Output : 2XLR, 2Phone, 1AUX &quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• Output connector : XLR, Phone 6.5mm TS &quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• PEQ : 3Band&quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• GEQ : 7Band&quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• Effect : 99 Program&quot;]]],[&quot;p&quot;,{&quot;jc&quot;:&quot;left&quot;,&quot;ind&quot;:{},&quot;spacing&quot;:{}},[&quot;span&quot;,{&quot;data-type&quot;:&quot;text&quot;},[&quot;span&quot;,{&quot;data-type&quot;:&quot;leaf&quot;},&quot;• คุณสมบัติพิเศษ : USB/ Mp3/ Bluetooth/ 3-PEQ/ 7-GEQ&quot;]]]]"">รายละเอียดสินค้า
\n• ไลน์ 30/15/7.5W 100V",,,taxable,,0,,,0,0,7.7,27,45,35,0,,,2420,"เครื่องเสียงกลางแจ้ง > SPEAKER BOX, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2024/09/JB-66-1.jpg, https://sahakhun.com/wp-content/uploads/2024/09/JB-66-2.jpg",,,,,,,,,0,,,,,,,,
2453,simple,901LS63,,"ดอกลำโพงรถยนต์ 6.5 นิ้ว 3 ทาง 500W LEGACY LS-63",1,0,visible,,"รายละเอียดสินค้า
\n
\n• ลำโพง : ลำโพงแกนร่วม 3 ทาง 6.5""
\n
\n• ขนาดวอยซ์ : 1"" ASV
\n
\n• กำลังขับสูงสุด : 500 W
\n
\n• ความถี่ตอบสนอง : 55Hz - 21kHz
\n
\n• ความไว : 89 dB/W/M
\n
\n• อิมพิแดนซ์ : 4 โอห์ม
\n
\n• แม่เหล็กขนาด : 12 ออนซ์",,,taxable,,1,,,0,0,1.7,35,20,9,0,,,650,"เครื่องเสียงรถยนต์ > CAR SPEAKER, เครื่องเสียงรถยนต์",,,https://sahakhun.com/wp-content/uploads/2024/10/LS-63.jpg,,,,,,,,,0,,,,,,,,
2459,variable,904EQ9,,"ปรีแอมป์ 4 แบนด์ USB+SD PRO PLUS EQ-9 สีดำ สีเงิน",1,0,visible,,"รายละเอียดสินค้า
\n
\n• อีควอไล 4 แบนด์
\n
\n• USB/SD
\n
\n• ปรับเสียงเบส:+10/-10 dB
\n
\n• ปรับเสียงกลางเบส:+10/-10 dB
\n
\n• ปรับเสียงแหลม:+10/-10 dB
\n
\n• Output:1.0V (RMS)
\n
\nFeatures
\n
\n• 4 Band Parametric Equalizer
\n
\n• With USB Port / SD CARD Slot
\n
\n• MP3 / WMA Audio format reader
\n
\n• Master volume level control
\n
\n• Subwoofer level control
\n
\n• Bass / Mid Bass
\n
\n• MID / HI Frequency
\n
\n• Color : Silver / Black",,,taxable,,1,,,0,0,0.5,22,13,4,0,,,,"เครื่องเสียงรถยนต์ > PRE-AMP, เครื่องเสียงรถยนต์",,,"https://sahakhun.com/wp-content/uploads/2025/12/EQ-9-A.jpg, https://sahakhun.com/wp-content/uploads/2025/12/EQ-9-B.jpg, https://sahakhun.com/wp-content/uploads/2025/12/EQ-9-S.jpg",,,,,,,,,0,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:2:{s:32:""8b8606e947d22f9fe7a0cafea63f431f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""4d8199da9f734656ae1c4bcba347beaa"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,"สีดำ, สีเงิน",1,0
2475,simple,904UX501,,"เพาเวอร์แอมป์ FULL RANGE คลาส D 2500W UNITY-X UX-501",1,0,visible,,"รายละเอียดสินค้า
\n
\n• RMS 80 W 4 CH @Ohm
\n
\nเพาเวอร์แอมป์ CLASS D 4 CH 2500 W ยี้ห้อ UNITY-X ตัวเล็กติดตั้งง่าย ขนาดประมาณ 21x15.5 cm แต่เสียงดี ขับได้เยอะ และไม่ค่อยร้อนขับเสียงกลางวอย 25 มิล 4-8ดอก และ แหลม 4-8ดอก
\n
\nFeatures
\n
\n• RMS80W* 4ch@Ohm Class D amplifier
\n
\n• 4ch Full range Class D power amplifier
\n
\n• Super-efficient unregulated power supply
\n
\n• Integrated heat sink with FX cooling technology
\n
\n• High grade interconnect RCA terminal
\n
\n• Flawless switchable high pass - low pass filter
\n
\n• Highly optimized double sided pcb with high grade component",,,taxable,,1,,,0,0,2,26,17,6,0,,,720,"เครื่องเสียงรถยนต์ > CAR AMPLIFIER, เครื่องเสียงรถยนต์",,,"https://sahakhun.com/wp-content/uploads/2024/10/UX-501-1.jpg, https://sahakhun.com/wp-content/uploads/2024/10/UX-501-2.jpg, https://sahakhun.com/wp-content/uploads/2024/10/UX-501-3.jpg",,,,,,,,,0,,,,,,,,
2479,simple,904UX502,,"เพาเวอร์แอมป์ FULL RANGE คลาส D 3000W UNITY-X UX-502",1,0,visible,,"รายละเอียดสินค้า
\n
\n• RMS 100 W 4 CH @Ohm
\n
\n• กำลังไฟ : 11V-15 DC
\n
\n• การตอบสนองความถี่ : 20Hz-40Khz(-3db)
\n
\n• อัตตราส่วนสัญญาณรบกวน : 90db
\n
\n• ความไว Input : 200mV-5V
\n
\nFeatures
\n
\n• RMS100W*4ch@Ohm Class D amplifier
\n
\n• 4ch Full range Class D power amplifier
\n
\n• Super-efficient unregulated power supply
\n
\n• Integrated heat sink
\n
\n• with FX cooling technology
\n
\n• High grade interconnect RCA terminal
\n
\n• Flawless switchable high pass - low pass filter
\n
\n• Highly optimized double sided pcb with grade component",,,taxable,,1,,,0,0,2,32,17,6,0,,,880,"เครื่องเสียงรถยนต์ > CAR AMPLIFIER, เครื่องเสียงรถยนต์",,,"https://sahakhun.com/wp-content/uploads/2025/12/UX-502-A.jpg, https://sahakhun.com/wp-content/uploads/2025/12/UX-502-3.jpg, https://sahakhun.com/wp-content/uploads/2025/12/UX-502-2.jpg",,,,,,,,,0,,,,,,,,
2493,simple,903CR800FX,,"มิกเซอร์ 8CH 99DSP บลูทูธ PRO PLUS CR-800FX",1,0,visible,,"รายละเอียดสินค้า
\n
\n• มิกเซอร์ 8 ชาแนล XLR สไดล์วอลลุ่ม
\n
\n• มี ON - OFF แยกแต่ละช่อง ปรับอิสระ
\n
\n• ช่องเสียบเป็นแบบคอมโบ้แจ็ค ใช้ได้ทั้ง XLR และ PHONE
\n
\n• 99 โปรแกรม เอฟเฟคแท้
\n
\n• อีคิว3 แบนด์ ในทุกช่องสัญญาณ LOW MID HIGHT
\n
\n• สามารถจ่ายไฟ PHATOM 48V ได้
\n
\n• มีอีคิว 7 แบนด์ สัญญาณขาออก
\n
\n• มีปุ่ม Mute และ Solo ทุกช่องสัญญาณขาเข้า
\n
\n• มีช่อง USB สามารถบันทึกได้ และ บูลทูธ
\n
\nFeatures
\n
\n• All channel with 3 band EQ
\n
\n• With MP3 background music input port
\n
\n• Built-in digital 99 DSP effect
\n
\n• Supply +48V phantom power
\n
\n• USB function control by independent channel
\n
\n• 2 channel high precision 3 color accurate electrical level pillar
\n
\n• Each channel set all-purpose cannon input port",,,taxable,,0,,,0,0,4,17,45,41,0,,,5170,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2024/10/CR-FX-Series-1.jpg, https://sahakhun.com/wp-content/uploads/2024/10/CR-FX-Series-2.jpg, https://sahakhun.com/wp-content/uploads/2024/10/CR-FX-Series-3.jpg, https://sahakhun.com/wp-content/uploads/2024/10/CR-FX-Series-4.jpg",,,,,,,,,0,,,,,,,,
2503,simple,903PX6,,"เพาเวอร์มิกซ์ 150W 6CH  บลูทูธ PRO PLUS PX-6",1,0,visible,,"รายละเอียดสินค้า
\n
\n• กำลังขับ 150 วัตต์ x 2 ที่ 4 โอห์ม
\n
\n• ปุ่ม PAD ลดเดซิเบลเสียง - 26dB
\n
\n• ปุ่ม HPF ตัดสัญญาณความถี่ต่ำ80hz
\n
\n• EQไมค์ 3 แบนด์ต่อ 1 ช่อง (เฉพาะช่อง Stereo มี EQ 2 แบนด์ )
\n
\n• EQ สไลด์ 7 แบนด์
\n
\n• ความถี่ตอบสนอง 80 Hz ถึง 10 kHz
\n
\n• EFFECT 16 เสียง
\n
\n• ปุ่ม STEREO PAN สามารถกำหนดช่องเสียงออกลำโพงซ้ายหรือขวาได้
\n
\n• วอลลุ่มปรับแยกซ้าย-ขวาอิสระ
\n
\n• ช่องเสียบหูฟังพร้อมวอลลุ่มแยก
\n
\n• ช่องต่อลำโพงแบบ SPEAKON/PHONE TS 6.5
\n
\n• ปุ่ม GAIN ปรับความดังเบาเสียง
\n
\n• เอฟเฟค มีปุ่มควบคุม 3 ปุ่ม 1.DELAY 2. REPEAT 3.LEVEL
\n
\n• เมนเอาท์พุทแบบ XLR ( Balanced )/ Phone TRS 6.5 ( Balanced )
\n
\n• USB / BLUETOOTH
\n
\n• อัดเสียงลง USB ได้
\n
\n• มีไฟ +48V ใช้ในการต่อไมค์ของห้องประชุม
\n
\n• พัดลมระบายอากาศด้านหลัง",,,taxable,,1,,,0,0,2.8,13,31,30,0,,,3520,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2024/10/PX-Series-1.jpg, https://sahakhun.com/wp-content/uploads/2024/10/PX-Series-3.jpg, https://sahakhun.com/wp-content/uploads/2024/10/PX-Series-4.jpg",,,,,,,,,0,,,,,,,,
2513,simple,903CR600FX,,"มิกเซอร์ 6CH 99DSP บลูทูธ PRO PLUS CR-600FX",1,0,visible,,"รายละเอียดสินค้า
\n
\n• ให้พลังเสียงละมุน นุ่มนวล ฟังลื่นสบายหู
\n
\n• EQ 7 BANDS แบบสไลด์
\n
\n• ความถี่ตอบสนอง 63 Hz ถึง 18 kHz
\n
\n• ON/OFF เสียงในแต่ละช่อง INPUT
\n
\n• SOLO ตัดเสียงไปหูฟังในแต่ละช่อง INPUT
\n
\n• ปรับแต่งเสียงอิสระ HI MID LOW-DSP EFFECTS ปรับได้ 99 เสียง (มีปุ่มแยกซ้ายขวา)
\n
\n• INPUT/OUTPUT BALANCE
\n
\n• COMBO INPUT-USB / BLUETOOTH
\n
\n• ระบบจ่ายไฟเป็นแบบ SWITCHING น้ำหนักเบา พกพาสะดวก
\n
\n• อัดเสียงลง USB ได้-มีไฟ+48Vใช้ในการต่อไมค์ของห้องประชุม
\n
\nFeatures
\n
\n• All channel with 3 band EQ
\n
\n• With MP3 background music input port
\n
\n• Built-in digital 99 DSP effect
\n
\n• Supply +48V phantom power
\n
\n• USB function control by independent channel
\n
\n• 2 channel high precision 3 color accurate electrical level pillar
\n
\n• Each channel set all-purpose cannon input port",,,taxable,,0,,,0,0,4.1,18,40,41,0,,,4950,"เครื่องเสียงกลางแจ้ง > MIXING CONSOLE, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2025/12/CR-600FX-A.jpg, https://sahakhun.com/wp-content/uploads/2025/12/CR-600FX-B.jpg",,,,,,,,,0,,,,,,,,
2530,simple,902XA15,,"ตู้ลำโพงขยาย 15 นิ้ว มีไมค์ลอย+บลูทูธ PROPLUS รุ่น XA-15",1,0,visible,,"รายละเอียดสินค้า
\n
\n• Bluetooth รับส่งสัญญาณไร้สาย
\n
\n• มีแบตเตอรี่ในตัว
\n
\n• ไมค์ลอยคู่ มีเอคโค่ในตัว
\n
\n• ช่องต่อ USB SD Card MP3
\n
\n• กำลังขับ 3000 วัตต์
\n
\n• อินพุตไมล์+กีต้าร์
\n
\n• ใช้ได้ทั้งไฟ AC และแบตเตอร์รี่ DC 12V
\n
\n• แบตเตอร์รี่ ชาร์จได้ ใช้งานได้ 4-5 ชม.
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,8.9,40,44,66,0,,,3960,"เครื่องเสียงกลางแจ้ง > SPEAKER BOX, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2025/11/XA-15-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/XA-15-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/XA-15-C.jpg",,,,,,,,,0,,,,,,,,
2534,simple,902UPJ15,,"ตู้ลำโพงขยาย 15 นิ้ว มีไมค์ลอยคลื่นUHF PRO PLUS รุ่น UPJ-15",1,0,visible,,"รายละเอียดสินค้า
\n
\n• กำลังขับสูงสุด 3000W
\n
\n• ไมค์ไร้สายระบบ UHF 2 ตัว
\n
\n- ย่านความถี่ UHF 694-703 MHz
\n
\n- ย่านความถี่ UHF 748-758 MHz
\n
\n- ปรับจูนได้ 6 ความถี่ ต่อไมค์ 1 ตัว
\n
\n• ตอบสนองความถี่ : 35Hz - 20KHz
\n
\n• ระยะรับสัญญาณ : 50-70 เมตร
\n
\n• กำลังส่ง : 10mW
\n
\n• มี EQ 5 แบนด์ แบบสไลด์ (100Hz - 10KHz)
\n
\n• รองรับ Bluetooth / MP3 / USB / SD card / FM /บันทึกเสียง
\n
\n• ไดร์ฟเวอร์ไทเทเนียม
\n
\n• มีแบตเตอรี่ในตัว ชาร์จได้ 12V7AH
\n
\n• ไฟ Input AC 115~230V (50-60Hz)
\n
\n• ช่องเสียบไมค์แบบ XLR วอลลุ่มแยก
\n
\n• ช่องเสียบกีต้าร์ TS 6.5 มม. วอลลุ่มแยก
\n
\n• ปุ่มปรับเอฟเฟคไมค์ Echo
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,0,,,0,0,17.7,40,48,75,0,,,6820,"เครื่องเสียงกลางแจ้ง > SPEAKER BOX, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2025/11/UPJ-15-A.jpg, https://sahakhun.com/wp-content/uploads/2025/11/UPJ-15-B.jpg, https://sahakhun.com/wp-content/uploads/2025/11/UPJ-15-C.jpg",,,,,,,,,0,,,,,,,,
2539,simple,902AX15,,"ตู้ลำโพงขยาย 15 นิ้ว แบบแอคทีฟ PRO PLUS รุ่น AX-15",1,0,visible,,"รายละเอียดสินค้า
\n
\n• รองรับกำลังขับ : 150W RMS / 5000W Max
\n
\n• ช่องเสียบ : XLR / RCA &amp; AUX input
\n
\n• ระบบ : แอคทีฟอเนกประสงค์
\n
\n• ความถี่ตอบสนอง : 45Hz - 6500Hz
\n
\n• ลำโพง : วูฟเฟอร์ 15""
\n
\n• ทวีทเตอร์ : 2.5""
\n
\n• แม่เหล็กขนาด : 2""
\n
\n• ปุ่มตัดเสียง : มี
\n
\n• Bluetooth : มี
\n
\n• ความถี่ตอบสนอง : 35Hz - 20KHz",,,taxable,,0,,,0,0,17.6,47,47,80,0,,,6820,"เครื่องเสียงกลางแจ้ง > SPEAKER BOX, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2024/10/AX-15-1.jpg, https://sahakhun.com/wp-content/uploads/2024/10/AX-15-2.jpg, https://sahakhun.com/wp-content/uploads/2024/10/AX-15-3.jpg, https://sahakhun.com/wp-content/uploads/2024/10/AX-15-4.jpg, https://sahakhun.com/wp-content/uploads/2024/10/AX-15-5.jpg",,,,,,,,,0,,,,,,,,
2629,simple,903AKX111,,"เครื่องขยายแอมป์ 30Wx2 PRO PLUS AKX-111",1,0,visible,,"รายละเอียดสินค้า
\n
\n• กำลังวัตต์สูงสุดถึง : 60w + 60w /4 โอห์ม และ 45W + 45W / 8 โอห์ม
\n
\n• หน้าจอ : ระบบดิจิตอต
\n
\n• ความถี่ตอบสนอง : 40Hz - 20kHz
\n
\n• เสียบไมค์ : ได้ 2 ช่อง
\n
\n• ฟังก์ชั่นปรับเสียงสูง/ต่ำของไมค์
\n
\n• ฟังก์ชั่นเสียงเอ็คโคไมค์
\n
\n• Input : AUX/USB/SD Card
\n
\n• สามารถเชื่อมต่อบลูทูธได้
\n
\n• แหล่งจ่ายไฟเข้า 110-240V/AC
\n
\n• สามารถต่อพ่วงแบตเตอรี่ 12 โวลท์ได้
\n
\n• สามารถใช้งานไดทั้งในบ้านและรถยนต์หรือนอกสถานที่
\n
\nFeatures
\n
\n• Built in INST. Record
\n
\n• Built in Echo Control
\n
\n• Support USB / SD / Bluetooth / FM
\n
\n• Microphone volume adjust
\n
\n• Input Microphone 1 , 2
\n
\n• Mic treble , bass adjustable
\n
\n• Right / Left channel speaker output
\n
\n• DC12V power source input
\n
\n• AC 110V-240V power source input
\n
\n• Power source : 110v - 240V 50Hz",,,taxable,,1,,,0,0,1.8,13,29,26,0,,,1280,"เครื่องเสียงกลางแจ้ง > AMPLIFIER, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2024/10/AKX-111-1.jpg, https://sahakhun.com/wp-content/uploads/2024/10/AKX-111-2.jpg, https://sahakhun.com/wp-content/uploads/2024/10/AKX-111-3.jpg",,,,,,,,,0,,,,,,,,
2634,simple,905BM1,,"ไมโครโฟน พลาสติก BEST รุ่น BM-1",1,0,visible,,"รายละเอียดสินค้า
\n
\n• ไมค์โครโฟนไดนามิก ตัวไมค์ทำจากพลาสติก มีน้ำหนักเบา ทนทาน ใช้งานง่าย สินค้ามาพร้อมสาย",,,taxable,,1,,,0,0,0.5,11,23,7,0,,,120,"เครื่องเสียงกลางแจ้ง > MICROPHONE, เครื่องเสียงกลางแจ้ง",,,"https://sahakhun.com/wp-content/uploads/2026/01/905BM1-A.jpg, https://sahakhun.com/wp-content/uploads/2026/01/905BM1-B.jpg, https://sahakhun.com/wp-content/uploads/2026/01/905BM1-C.jpg",,,,,,,,,0,,,,,,,,
2646,simple,907LCD33,,"BEST LCD-33 ขาแขวนทีวีติดผนัง 17-40 นิ้ว ปรับมุมก้ม-เงยได้",1,0,visible,,"BEST LCD-33 ขาแขวนทีวีติดผนัง
\n
\n● สำหรับทีวีขนาดตั้งแต่ 17-40 นิ้ว
\n
\n● รองรับน้ำหนักได้สูงสุด 30 กิโลกรัม
\n
\n● ปรับมุมมอง ก้ม-เงย ได้ -15 ถึง 15 องศา
\n
\n● มีอุปกรณ์ติดตั้ง , ระดับน้ำแถมมาให้ในกล่อง
\n
\n● Max Vesa 200x200 มม.
\n
\nเพิ่มพื้นที่การใช้สอยภายในบ้านของคุณ ด้วย ขาแขวนทีวี BEST ที่ผ่านการออกแบบได้คุณภาพ มาตรฐานสากล สามารถใช้งานได้กับทีวีหลากหลาย ประเภท ผลิตจากวัสดุที่มีคุณภาพ ติดตั้งใช้งาน ได้อย่างปลอดภัย โครงสร้างมีความแข็งแรง รองรับน้ำหนักได้เป็นอย่างดี ติดตั้งง่าย ช่วยสร้าง ความเป็นระเบียบให้พื้นที่พักผ่อนของคุณได้อย่างลงตัว",,,taxable,,1,,,0,0,0.8,30,21,3,0,,,240,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > LCD BRACKET, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2026/01/907LCD33.jpg,,,,,,,,,0,,,,,,,,
2674,simple,911B11,,"ปลั๊ก BNC หุ้มยาง ด้ามงอ",1,0,visible,,"รายละเอียดสินค้า
